name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand
Unknown,2013.0,360000.0,60000.0,Petrol,Individual,Manual,Unknown,7.0,Unknown
Maruti Alto LX,2006.0,95000.0,90000.0,Petrol,Individual,Unknown,Second Owner,14.0,Maruti
Mahindra Bolero SLE BSIII,2007.0,185000.0,230000.0,Diesel,Individual,Unknown,Second Owner,13.0,Mahindra
Tata Indica Vista Quadrajet VX,2012.0,185000.0,40000.0,Diesel,Individual,Manual,First Owner,8.0,Tata
Renault KWID RXL,2019.0,300000.0,15000.0,Petrol,Individual,Manual,First Owner,1.0,Renault
Hyundai Verna VTVT 1.6 SX,2018.0,800000.0,,Petrol,Individual,Manual,First Owner,2.0,Hyundai
Maruti Zen LX,2000.0,60000.0,50000.0,Petrol,Individual,Manual,First Owner,20.0,Maruti
Fiat Punto 1.2 Active,2010.0,80000.0,50000.0,Petrol,Individual,Manual,Second Owner,10.0,Fiat
Unknown,2018.0,500000.0,8000.0,Petrol,Individual,Manual,First Owner,2.0,Unknown
Hyundai EON Era Plus,2013.0,250000.0,35000.0,Petrol,Individual,Manual,First Owner,7.0,Hyundai
Tata New Safari DICOR 2.2 EX 4x2,2010.0,250000.0,80000.0,Diesel,Individual,Manual,First Owner,10.0,Tata
Maruti Wagon R LXI BSIII,,125000.0,50000.0,Petrol,Individual,Manual,Second Owner,,Maruti
Maruti Alto LXi BSII,2002.0,100000.0,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,Maruti
Mahindra Scorpio M2DI,2010.0,480000.0,90000.0,Diesel,Individual,Manual,Unknown,10.0,Mahindra
Mahindra KUV 100 G80 K2,2018.0,320000.0,30000.0,Petrol,Individual,Manual,Second Owner,2.0,Mahindra
Maruti A-Star Vxi,2010.0,130000.0,70000.0,Petrol,Individual,Manual,Second Owner,10.0,Maruti
Tata Indica DLS,2006.0,57000.0,80000.0,Diesel,Individual,Manual,Second Owner,14.0,Tata
Hyundai Santro GLS I - Euro I,2005.0,75000.0,60000.0,Petrol,Individual,Manual,First Owner,15.0,Hyundai
Maruti 800 DX,2003.0,60000.0,35000.0,Petrol,Individual,Manual,First Owner,17.0,Maruti
Unknown,2008.0,125000.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,Unknown
Honda City 1.5 EXI S,2004.0,105000.0,100000.0,Petrol,Individual,Manual,Third Owner,16.0,Honda
Maruti Wagon R LXI DUO BSIII,2008.0,125000.0,152000.0,LPG,Unknown,Manual,Second Owner,12.0,Maruti
Maruti Zen LXI,1998.0,69000.0,70000.0,Petrol,Individual,Manual,Second Owner,22.0,Maruti
Tata Indigo LX,2012.0,130000.0,90000.0,Diesel,Individual,Manual,Second Owner,8.0,Tata
Maruti Baleno Zeta 1.2,2019.0,630000.0,40000.0,Petrol,Individual,Manual,First Owner,1.0,Maruti
Honda Amaze E i-VTEC,2016.0,330000.0,50000.0,Petrol,Individual,Manual,Second Owner,4.0,Honda
Maruti Wagon R VXI BS IV,2014.0,340000.0,15000.0,Petrol,Individual,Manual,Second Owner,6.0,Maruti
Hyundai Santro Xing XG eRLX Euro III,2006.0,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,14.0,Hyundai
Tata Safari Storme EX,2014.0,550000.0,78322.0,Diesel,Individual,Manual,First Owner,6.0,Tata
Maruti Ertiga VDI,2014.0,480000.0,110000.0,Diesel,Individual,Manual,Second Owner,6.0,Maruti
Hyundai Verna 1.6 SX CRDi (O),2013.0,315000.0,80000.0,Diesel,Individual,Manual,Second Owner,7.0,Hyundai
Ford Fiesta Titanium 1.5 TDCi,2012.0,165000.0,120000.0,Diesel,Individual,Manual,First Owner,8.0,Ford
Chevrolet Beat LS,2016.0,170000.0,125000.0,Petrol,Individual,Manual,First Owner,4.0,Chevrolet
Maruti Baleno Delta 1.2,2018.0,550000.0,,Petrol,Individual,Manual,First Owner,2.0,Maruti
Volkswagen Ameo 1.2 MPI Trendline,2018.0,465000.0,13000.0,Petrol,Individual,Manual,First Owner,2.0,Volkswagen
Tata Indica Vista Quadrajet LX,2012.0,120000.0,80000.0,Unknown,Individual,Manual,Third Owner,8.0,Tata
Hyundai Verna 1.6 Xi ABS,2008.0,220000.0,54309.0,Petrol,Individual,Manual,First Owner,12.0,Hyundai
Ford Figo Diesel LXI,2011.0,180000.0,70000.0,Diesel,Individual,Unknown,Second Owner,9.0,Ford
Chevrolet Aveo 1.6 LT,2006.0,150000.0,34600.0,Petrol,Individual,Manual,Third Owner,14.0,Chevrolet
Tata Zest Revotron 1.2T XMS,2016.0,520000.0,25000.0,Petrol,Individual,Manual,First Owner,4.0,Tata
Tata Safari Storme EX,2013.0,430000.0,80000.0,Diesel,Unknown,Manual,Third Owner,7.0,Tata
Mahindra Bolero DI DX 8 Seater,2009.0,300000.0,55000.0,Diesel,Individual,Manual,Second Owner,11.0,Mahindra
Hyundai Venue SX Opt Diesel,2020.0,1000000.0,5000.0,Unknown,Individual,Manual,First Owner,0.0,Hyundai
Honda WR-V i-DTEC VX,2017.0,725000.0,30000.0,Diesel,Individual,Manual,First Owner,3.0,Honda
Hyundai Verna 1.4 EX,2011.0,500000.0,31000.0,Diesel,Individual,Manual,First Owner,9.0,Hyundai
Maruti Wagon R LXI BS IV,2011.0,250000.0,50000.0,Unknown,Individual,Manual,First Owner,9.0,Maruti
Maruti Swift Dzire VDI,2018.0,700000.0,38217.0,Diesel,Individual,Manual,First Owner,2.0,Maruti
Ford Figo Petrol ZXI,2011.0,185000.0,50000.0,Petrol,Unknown,Manual,Third Owner,9.0,Ford
Unknown,2011.0,200000.0,120000.0,Diesel,Individual,Manual,First Owner,9.0,Unknown
Unknown,2004.0,315000.0,110000.0,Diesel,Individual,Manual,Third Owner,16.0,Unknown
Tata Harrier XZ BSIV,2019.0,1700000.0,10000.0,Diesel,Individual,Manual,First Owner,1.0,Tata
Nissan Terrano XL Plus 85 PS,2015.0,451000.0,100000.0,Diesel,Individual,Manual,First Owner,5.0,Nissan
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,370000.0,60000.0,Petrol,Individual,Manual,First Owner,4.0,Mahindra
Ford Endeavour 3.2 Titanium AT 4X4,2017.0,2700000.0,,Diesel,Individual,Automatic,First Owner,3.0,Ford
Maruti Wagon R VXI BS IV,,350000.0,30000.0,Petrol,Unknown,Manual,First Owner,,Maruti
Hyundai i10 Sportz,2011.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai
Maruti Alto 800 LXI,2014.0,,25000.0,Petrol,Individual,Manual,Second Owner,6.0,Maruti
Maruti Ignis 1.2 Delta BSIV,2019.0,500000.0,15000.0,Petrol,Individual,Manual,First Owner,1.0,Maruti
Tata Manza Aura Safire,2010.0,,50000.0,Petrol,Unknown,Manual,First Owner,10.0,Tata
Hyundai Creta 1.4 E Plus,2018.0,800000.0,52000.0,Diesel,Individual,Manual,First Owner,2.0,Hyundai
Tata Hexa XTA,2017.0,1200000.0,50000.0,Diesel,Unknown,Automatic,First Owner,3.0,Tata
Toyota Corolla Altis 1.8 J,,400000.0,35000.0,Petrol,Individual,Manual,Second Owner,,Toyota
Maruti Ritz VDi,,148000.0,,Unknown,Individual,Manual,Second Owner,,Maruti
Tata Manza Club Class Quadrajet90 LS,2014.0,200000.0,100000.0,Diesel,Individual,Manual,First Owner,6.0,Tata
Maruti Swift Dzire VDI,2016.0,284000.0,40000.0,Diesel,Individual,Manual,Second Owner,4.0,Maruti
Maruti Wagon R VXI Minor,2007.0,80000.0,60000.0,Petrol,Individual,Unknown,Third Owner,13.0,Maruti
Chevrolet Beat PS,2014.0,,77000.0,Petrol,Individual,Manual,First Owner,6.0,Chevrolet
Hyundai Accent Executive,2011.0,150000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,Hyundai
Tata Manza Aura (ABS) Safire BS IV,2010.0,110000.0,77073.0,Petrol,Individual,Manual,Second Owner,10.0,Tata
Unknown,2016.0,400000.0,70000.0,Diesel,Individual,Manual,First Owner,4.0,Unknown
Unknown,2013.0,275000.0,90000.0,LPG,Individual,Manual,Second Owner,7.0,Unknown
Toyota Innova 2.5 G (Diesel) 7 Seater,2013.0,800000.0,186000.0,Diesel,Individual,Manual,Third Owner,7.0,Toyota
Mahindra Scorpio M2DI,2014.0,550000.0,90000.0,Unknown,Individual,Unknown,First Owner,6.0,Mahindra
Maruti Alto LX BSIII,2007.0,125000.0,100000.0,Petrol,Individual,Manual,Unknown,13.0,Maruti
Chevrolet Beat LT,2010.0,135000.0,80000.0,Petrol,Individual,Manual,Second Owner,10.0,Chevrolet
Mahindra Scorpio LX BSIV,2012.0,349000.0,150000.0,Diesel,Individual,Manual,First Owner,8.0,Mahindra
Maruti Swift VDI BSIV,2014.0,458000.0,80000.0,Diesel,Individual,Manual,First Owner,6.0,Maruti
Maruti Alto K10 VXI,2018.0,300000.0,35000.0,Petrol,Individual,Unknown,First Owner,2.0,Maruti
Maruti Alto LXi,2008.0,95000.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,Maruti
Maruti S-Cross Zeta DDiS 200 SH,2018.0,850000.0,50000.0,Unknown,Individual,Manual,First Owner,2.0,Maruti
Unknown,2019.0,750000.0,25000.0,Diesel,Individual,Manual,First Owner,1.0,Unknown
Ford Figo Diesel Celebration Edition,2013.0,190000.0,120000.0,Diesel,Individual,Manual,Unknown,7.0,Ford
Unknown,,150000.0,70000.0,Unknown,Individual,Manual,First Owner,,Unknown
Unknown,2009.0,,106000.0,Petrol,Individual,Manual,Third Owner,11.0,Unknown
Toyota Innova 2.0 VX 7 Seater,,320000.0,,Petrol,Individual,Manual,Third Owner,,Toyota
Maruti Alto 800 CNG LXI Optional,2019.0,300000.0,120000.0,CNG,Individual,Manual,First Owner,1.0,Maruti
Maruti Ritz LXi,2016.0,275000.0,160000.0,Petrol,Individual,Manual,First Owner,4.0,Maruti
Chevrolet Aveo 1.6 LT with ABS,2010.0,140000.0,120000.0,Petrol,Individual,Manual,Second Owner,10.0,Chevrolet
Tata Altroz XZ,2020.0,830000.0,10000.0,Petrol,Individual,Manual,First Owner,0.0,Tata
Volkswagen Polo SR Petrol 1.2L,2013.0,380000.0,50000.0,Petrol,Individual,Manual,First Owner,7.0,Volkswagen
Unknown,2010.0,150000.0,90000.0,Petrol,Individual,Manual,Unknown,10.0,Unknown
Chevrolet Spark 1.0 LS,2008.0,50000.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,Chevrolet
Mahindra Bolero SLX,,155000.0,100000.0,Diesel,Individual,Manual,First Owner,,Mahindra
Mahindra Bolero SLX,2008.0,155000.0,,Unknown,Individual,Manual,First Owner,12.0,Mahindra
Skoda Superb 1.8 TFSI MT,2010.0,300000.0,80000.0,Petrol,Individual,Manual,First Owner,10.0,Skoda
Unknown,2018.0,300000.0,16584.0,Petrol,Dealer,Manual,First Owner,2.0,Unknown
Tata Tiago 2019-2020 XE Diesel,2016.0,385000.0,38000.0,Diesel,Dealer,Manual,First Owner,4.0,Tata
Maruti Wagon R LXI,2010.0,221000.0,51000.0,Petrol,Dealer,Unknown,First Owner,10.0,Maruti
Tata Tiago 1.05 Revotorq XE,2016.0,381000.0,38000.0,Diesel,Dealer,Manual,First Owner,4.0,Tata
Maruti Alto 800 LXI,2015.0,250999.0,35000.0,Petrol,Dealer,Manual,First Owner,5.0,Maruti
Hyundai Santro LS zipPlus,2002.0,60000.0,120000.0,Petrol,Individual,Manual,Third Owner,18.0,Hyundai
Tata Tiago 1.05 Revotorq XE,2016.0,380000.0,38000.0,Diesel,Dealer,Manual,First Owner,4.0,Tata
Skoda Laura L n K 1.9 PD,2008.0,180000.0,144000.0,Diesel,Individual,Manual,Third Owner,12.0,Skoda
Maruti Ciaz ZDi Plus,2017.0,751000.0,64000.0,Diesel,Dealer,Manual,First Owner,3.0,Maruti
Mahindra XUV500 AT W10 FWD,2015.0,1250000.0,60000.0,Diesel,Dealer,Automatic,First Owner,5.0,Mahindra
Hyundai EON 1.0 Era Plus,2014.0,229999.0,65000.0,Petrol,Dealer,Manual,First Owner,6.0,Hyundai
Tata Safari Storme EX,2019.0,1250000.0,24000.0,Diesel,Individual,Manual,First Owner,1.0,Tata
Mahindra Scorpio VLX 2WD BSIV,,,58000.0,Diesel,Dealer,Manual,Second Owner,,Mahindra
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014.0,780000.0,58000.0,Diesel,Dealer,Unknown,Second Owner,6.0,Mahindra
Maruti Alto 800 LXI,2016.0,245000.0,68000.0,Petrol,Dealer,Manual,First Owner,4.0,Maruti
Hyundai i20 1.4 CRDi Sportz,2011.0,,81257.0,Diesel,Dealer,Manual,First Owner,9.0,Hyundai
Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,509999.0,44000.0,Diesel,Dealer,Manual,First Owner,3.0,Hyundai
Tata Nano CX SE,2015.0,110000.0,,Petrol,Dealer,Manual,First Owner,5.0,Tata
Volkswagen Polo Diesel Highline 1.2L,2013.0,400000.0,75000.0,Diesel,Dealer,Manual,First Owner,7.0,Volkswagen
Maruti Swift VXI,,370000.0,90000.0,Petrol,Individual,Manual,First Owner,,Maruti
Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,Diesel,Individual,Manual,Second Owner,13.0,Hyundai
Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,Petrol,Individual,Automatic,Second Owner,22.0,Mercedes-Benz
Maruti Alto 800 LXI,2013.0,92800.0,25000.0,Petrol,Individual,Manual,Second Owner,7.0,Maruti
Unknown,2014.0,291000.0,,Diesel,Unknown,Manual,First Owner,6.0,Unknown
Hyundai Verna 1.6 SX CRDi (O),2013.0,335000.0,110000.0,Diesel,Individual,Manual,Third Owner,7.0,Hyundai
Maruti Omni 8 Seater BSIV,2013.0,170000.0,35000.0,Petrol,Individual,Manual,First Owner,7.0,Maruti
Maruti Alto 800 LXI,2019.0,295000.0,10000.0,Petrol,Individual,Unknown,First Owner,1.0,Maruti
Renault KWID RXL,2019.0,375000.0,10000.0,Unknown,Individual,Manual,First Owner,1.0,Renault
Hyundai EON Era Plus,2012.0,215000.0,70000.0,Petrol,Individual,Manual,Second Owner,8.0,Hyundai
Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,150000.0,,Diesel,Individual,Manual,Second Owner,11.0,Ford
Maruti Alto LXI,2003.0,60000.0,5000.0,Petrol,Unknown,Manual,Second Owner,17.0,Maruti
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009.0,80000.0,,LPG,Individual,Manual,Second Owner,11.0,Maruti
Maruti Alto LX,2012.0,140000.0,70000.0,Petrol,Unknown,Manual,Second Owner,8.0,Maruti
Hyundai Verna i (Petrol),2008.0,120000.0,90000.0,Petrol,Individual,Manual,Second Owner,12.0,Hyundai
Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000.0,120000.0,Diesel,Unknown,Manual,Third Owner,14.0,Ford
Unknown,2012.0,280000.0,110000.0,Diesel,Individual,Manual,Fourth & Above Owner,8.0,Unknown
Toyota Etios VD,2016.0,450000.0,50000.0,Diesel,Individual,Manual,Unknown,4.0,Toyota
Mahindra XUV500 W7,2018.0,1150000.0,58000.0,Diesel,Individual,Manual,First Owner,2.0,Mahindra
Maruti Baleno Delta 1.3,2018.0,650000.0,15000.0,Diesel,Individual,Manual,First Owner,2.0,Maruti
Unknown,,300000.0,60000.0,Petrol,Individual,Manual,Second Owner,,Unknown
Tata Nano Twist XT,2015.0,73000.0,57000.0,Petrol,Individual,Manual,First Owner,5.0,Tata
Maruti Swift VDI BSIV,2015.0,400000.0,87000.0,Unknown,Individual,Manual,Third Owner,5.0,Maruti
Renault KWID 1.0 RXT Optional,2017.0,300000.0,70000.0,Petrol,Individual,Manual,First Owner,3.0,Renault
Maruti Wagon R AX,2012.0,300000.0,30000.0,Petrol,Individual,Automatic,Second Owner,8.0,Maruti
Maruti Swift Dzire VDI,2012.0,,80000.0,Diesel,Individual,Unknown,First Owner,8.0,Maruti
Hyundai Santro Xing GLS,,200000.0,100000.0,Petrol,Individual,Manual,Second Owner,,Hyundai
Maruti Swift VXI,2019.0,580000.0,40000.0,Petrol,Individual,Manual,First Owner,1.0,Maruti
Hyundai Grand i10 1.2 Kappa Asta,2017.0,550000.0,3917.0,Petrol,Individual,Manual,First Owner,3.0,Hyundai
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,190000.0,160000.0,Diesel,Individual,Manual,Second Owner,13.0,Mahindra
Tata Tiago 1.05 Revotorq XT Option,2017.0,450000.0,35000.0,Diesel,Individual,Manual,First Owner,3.0,Tata
Chevrolet Spark 1.0 LS,2014.0,220000.0,70000.0,Petrol,Individual,Manual,Unknown,6.0,Chevrolet
Maruti SX4 ZXI MT BSIV,2012.0,310000.0,69069.0,Petrol,Dealer,Manual,First Owner,8.0,Maruti
Hyundai Elite i20 Sportz Plus BSIV,2019.0,650000.0,13500.0,Unknown,Individual,Manual,First Owner,1.0,Hyundai
Maruti Wagon R Stingray VXI,2014.0,300000.0,59059.0,Petrol,Dealer,Manual,First Owner,6.0,Maruti
Hyundai Accent Executive,2013.0,200000.0,,Petrol,Individual,Manual,First Owner,7.0,Hyundai
Unknown,2012.0,,39039.0,Petrol,Dealer,Manual,First Owner,8.0,Unknown
Unknown,2014.0,335000.0,,Petrol,Dealer,Manual,Unknown,6.0,Unknown
Hyundai Verna Transform SX VTVT,,370000.0,55168.0,Petrol,Individual,Manual,Second Owner,,Hyundai
Hyundai i20 1.2 Sportz,2013.0,375000.0,41041.0,Petrol,Dealer,Manual,First Owner,7.0,Hyundai
Hyundai i10 Magna,2009.0,235000.0,67067.0,Petrol,Dealer,Manual,First Owner,11.0,Hyundai
Hyundai i10 Sportz 1.2 AT,2013.0,345000.0,66066.0,Petrol,Dealer,Automatic,First Owner,7.0,Hyundai
Mahindra Quanto C8,2013.0,365000.0,,Diesel,Dealer,Unknown,First Owner,7.0,Mahindra
Hyundai Grand i10 Sportz,2014.0,400000.0,48000.0,Petrol,Individual,Manual,First Owner,6.0,Hyundai
Hyundai EON D Lite Plus,2015.0,250000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,Hyundai
Hyundai Verna SX CRDi AT,2012.0,465000.0,70070.0,Diesel,Dealer,Automatic,First Owner,8.0,Hyundai
Renault KWID RXT,2017.0,300000.0,10000.0,Petrol,Individual,Manual,First Owner,3.0,Renault
Maruti Swift Dzire ZXI 1.2 BS IV,2018.0,655000.0,25000.0,Petrol,Individual,Manual,First Owner,2.0,Maruti
Maruti Wagon R LXI CNG,2016.0,350000.0,30000.0,CNG,Individual,Manual,Second Owner,4.0,Maruti
Hyundai i10 Sportz 1.2 AT,2015.0,500000.0,,Petrol,Dealer,Automatic,First Owner,5.0,Hyundai
Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,Petrol,Dealer,Automatic,First Owner,5.0,Hyundai
Maruti Swift VDi BSIII W/ ABS,2008.0,,70000.0,Diesel,Individual,Manual,First Owner,12.0,Maruti
Maruti Omni MPI STD BSIV,2012.0,250000.0,90000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti
Hyundai Accent GLE 1,1999.0,60000.0,90000.0,Unknown,Individual,Manual,Fourth & Above Owner,21.0,Hyundai
Hyundai Getz GLX,2005.0,70000.0,,Petrol,Individual,Manual,Third Owner,15.0,Hyundai
Chevrolet Sail Hatchback 1.2 LS,2016.0,250000.0,30000.0,Petrol,Individual,Unknown,First Owner,4.0,Chevrolet
Hyundai EON Magna Plus,2016.0,229999.0,80000.0,Petrol,Individual,Unknown,Unknown,4.0,Hyundai
Chevrolet Optra Magnum 2.0 LS,,195000.0,,Diesel,Individual,Manual,First Owner,,Chevrolet
Datsun RediGO S,2016.0,270000.0,50000000.0,Petrol,Individual,Manual,Unknown,4.0,Datsun
Honda WR-V i-DTEC VX,,650000.0,140000.0,Diesel,Individual,Manual,First Owner,,Honda
Hyundai i20 Asta 1.4 CRDi,2014.0,370000.0,80000.0,Diesel,Individual,Manual,Unknown,6.0,Hyundai
Maruti Swift VDI Optional,2016.0,509999.0,40000.0,Diesel,Individual,Manual,First Owner,4.0,Maruti
Maruti Zen Estilo VXI BSIV,2011.0,280000.0,33000.0,Petrol,Individual,Manual,First Owner,9.0,Maruti
Maruti A-Star Vxi,2010.0,,40000.0,Petrol,Individual,Manual,First Owner,10.0,Maruti
Renault KWID 1.0 RXT Optional,,300000.0,10500.0,Petrol,Individual,Unknown,First Owner,,Renault
Mahindra Bolero 2011-2019 SLX,2013.0,400000.0,107000.0,Diesel,Individual,Manual,First Owner,7.0,Mahindra
Hyundai i10 Sportz 1.2,2010.0,210000.0,60000.0,Petrol,Individual,Manual,Second Owner,10.0,Hyundai
Hyundai Santro Xing XG eRLX Euro III,2006.0,90000.0,120000.0,Petrol,Individual,Manual,Second Owner,14.0,Hyundai
Maruti Alto 800 LXI,2015.0,240000.0,,Petrol,Individual,Manual,Second Owner,5.0,Maruti
Toyota Etios Liva GD,2013.0,450000.0,70000.0,Diesel,Individual,Manual,Unknown,7.0,Toyota
Ford Ecosport 1.5 Petrol Ambiente,2017.0,650000.0,6000.0,Petrol,Individual,Manual,First Owner,3.0,Ford
Hyundai Verna SX Diesel,2010.0,200000.0,,Diesel,Dealer,Manual,Second Owner,10.0,Hyundai
Hyundai Verna SX Diesel,2011.0,210000.0,72000.0,Unknown,Dealer,Manual,Unknown,9.0,Hyundai
Tata Nano Cx BSIV,,75000.0,9528.0,Petrol,Dealer,Manual,First Owner,,Tata
Toyota Innova 2.5 G (Diesel) 8 Seater,2011.0,450000.0,135200.0,Diesel,Dealer,Manual,First Owner,9.0,Toyota
Hyundai i20 1.2 Sportz,2011.0,220000.0,58000.0,Petrol,Dealer,Manual,Unknown,9.0,Hyundai
Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,325000.0,78000.0,Diesel,Dealer,Manual,Second Owner,7.0,Hyundai
Tata Zest Revotron 1.2T XE,2018.0,,45000.0,Petrol,Individual,Manual,First Owner,2.0,Tata
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,825000.0,35000.0,Diesel,Individual,Manual,Unknown,3.0,Ford
Hyundai Accent GLS,2007.0,125000.0,76000.0,Petrol,Unknown,Manual,Third Owner,13.0,Hyundai
Mahindra Xylo D2 BS IV,,434999.0,100000.0,Diesel,Individual,Manual,Third Owner,,Mahindra
Mahindra Scorpio SLE BSIV,2011.0,484999.0,99000.0,Diesel,Individual,Manual,Second Owner,9.0,Mahindra
Maruti Ritz VDi,2009.0,175000.0,80000.0,Diesel,Individual,Manual,Third Owner,11.0,Maruti
Honda Civic 1.8 S MT,2006.0,220000.0,120000.0,Petrol,Individual,Manual,Third Owner,14.0,Honda
Honda BR-V i-VTEC VX MT,2020.0,1250000.0,1100.0,Petrol,Dealer,Unknown,First Owner,0.0,Honda
Maruti Omni E MPI STD BS IV,2017.0,215000.0,34000.0,Petrol,Dealer,Manual,First Owner,3.0,Maruti
Unknown,2014.0,625000.0,68000.0,Diesel,Unknown,Manual,Unknown,6.0,Unknown
Ford EcoSport 1.5 Diesel Titanium BSIV,2018.0,615000.0,15000.0,Diesel,Individual,Manual,First Owner,2.0,Ford
Chevrolet Beat Diesel PS,2012.0,130000.0,58000.0,Diesel,Unknown,Manual,First Owner,8.0,Chevrolet
Tata Indigo CS eLX BS IV,2013.0,175000.0,50300.0,Diesel,Individual,Manual,First Owner,7.0,Tata
Tata Indigo CR4,2011.0,150000.0,70000.0,Diesel,Individual,Manual,Second Owner,9.0,Tata
Tata Indica Vista TDI LS,2011.0,195000.0,60000.0,Diesel,Individual,Manual,Third Owner,9.0,Tata
Maruti Ertiga 1.5 VDI,2020.0,550000.0,90000.0,Diesel,Individual,Manual,First Owner,0.0,Maruti
Isuzu D-Max V-Cross Standard,2018.0,1500000.0,40000.0,Diesel,Individual,Manual,First Owner,2.0,Isuzu
Skoda Superb 1.8 TFSI MT,2010.0,400000.0,80000.0,Petrol,Individual,Unknown,Second Owner,10.0,Skoda
Nissan Kicks XV Premium D BSIV,2019.0,1350000.0,15000.0,Diesel,Individual,Manual,First Owner,1.0,Nissan
Maruti Swift 1.2 DLX,2015.0,,45000.0,Petrol,Individual,Manual,First Owner,5.0,Maruti
Maruti Swift VDI BSIV,2011.0,290000.0,130000.0,Diesel,Individual,Manual,Second Owner,9.0,Maruti
Mahindra Bolero Power Plus SLX,,700000.0,80000.0,Diesel,Individual,Manual,First Owner,,Mahindra
Maruti Alto 800 Base,2014.0,175000.0,40000.0,Petrol,Individual,Manual,First Owner,6.0,Maruti
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017.0,575000.0,80000.0,Unknown,Individual,Manual,First Owner,3.0,Volkswagen
Maruti Ritz LDi,2016.0,,,Diesel,Individual,Manual,Second Owner,4.0,Maruti
Mahindra Xylo D4 BSIV,2013.0,350000.0,151624.0,Diesel,Individual,Manual,Second Owner,7.0,Mahindra
Renault Duster 85PS Diesel RxL Optional,2012.0,450000.0,160000.0,Diesel,Individual,Manual,Unknown,8.0,Renault
Hyundai Santro AT CNG,2005.0,130000.0,110000.0,CNG,Individual,Manual,Second Owner,15.0,Hyundai
Maruti Swift VDI BSIV,2015.0,320000.0,74820.0,Diesel,Individual,Manual,First Owner,5.0,Maruti
Mahindra XUV500 W6 2WD,2014.0,550000.0,82000.0,Diesel,Individual,Manual,First Owner,6.0,Mahindra
Maruti Wagon R VXI BS IV,2015.0,370000.0,50000.0,Petrol,Individual,Manual,Second Owner,5.0,Maruti
Chevrolet Beat LT,2010.0,114999.0,70000.0,Petrol,Individual,Manual,Second Owner,10.0,Chevrolet
Ford Ecosport Sports Petrol,2020.0,1100000.0,1000.0,Petrol,Individual,Manual,First Owner,0.0,Ford
Hyundai Tucson CRDi,2006.0,170000.0,170000.0,Diesel,Individual,Manual,First Owner,14.0,Hyundai
Tata Indigo TDI,2008.0,80000.0,150000.0,Diesel,Individual,Manual,Third Owner,12.0,Tata
Ford EcoSport 1.5 Diesel Titanium BSIV,,950000.0,17000.0,Unknown,Individual,Manual,Unknown,,Ford
Maruti Swift Dzire VDI,2014.0,425000.0,150000.0,Diesel,Individual,Manual,First Owner,6.0,Maruti
Hyundai i20 Asta Option 1.4 CRDi,2015.0,500000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,Hyundai
Hyundai Santro Xing XG eRLX Euro III,2005.0,70000.0,170000.0,Petrol,Unknown,Manual,Third Owner,15.0,Hyundai
Honda Amaze S i-Dtech,2013.0,349000.0,120000.0,Diesel,Individual,Manual,First Owner,7.0,Honda
Hyundai i20 1.2 Sportz,2012.0,330000.0,90000.0,Petrol,Individual,Unknown,Third Owner,8.0,Hyundai
Hyundai Santro Xing GLS,,120000.0,90000.0,Petrol,Individual,Manual,Third Owner,,Hyundai
Hyundai Verna 1.6 SX CRDi (O),2013.0,430000.0,,Diesel,Individual,Manual,Second Owner,7.0,Hyundai
Maruti Swift VDI BSIV,2014.0,390000.0,90000.0,Diesel,Individual,Manual,First Owner,6.0,Maruti
Nissan Micra Diesel XV Primo,2012.0,225000.0,129000.0,Diesel,Individual,Manual,First Owner,8.0,Nissan
Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,350000.0,186000.0,Diesel,Individual,Unknown,Second Owner,10.0,Mahindra
Tata Sumo LX,2009.0,100000.0,66778.0,Diesel,Individual,Manual,Unknown,11.0,Tata
Hyundai EON Era Plus,2014.0,,50000.0,Petrol,Individual,Manual,First Owner,6.0,Hyundai
Hyundai i20 Sportz 1.4 CRDi,,315000.0,110000.0,Diesel,Individual,Manual,Second Owner,,Hyundai
Unknown,2015.0,300000.0,60000.0,Diesel,Individual,Manual,Second Owner,5.0,Unknown
